id,conference,title,visual mark,visual channel,symbol layout,text position,multi-channel,url
2976_4,VAST,The Anchoring Effect in Decision-Making with Visual Analytics,semantic,color-ordinal,uniform,accompanying,combine,http://dx.doi.org/10.1109/VAST.2017.8585665
2976_5,VAST,The Anchoring Effect in Decision-Making with Visual Analytics,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2017.8585665
2976_6,VAST,The Anchoring Effect in Decision-Making with Visual Analytics,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2017.8585665
2978_2,VAST,A Workflow for Visual Diagnostics of Binary Classifiers using Instance-Level Explanations,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2017.8585720
2979_0,VAST,Understanding Hidden Memories of Recurrent Neural Networks,non-semantic,color-ordinal,continuous,as tick,none,http://dx.doi.org/10.1109/VAST.2017.8585721
2979_4,VAST,Understanding Hidden Memories of Recurrent Neural Networks,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2017.8585721
2979_8,VAST,Understanding Hidden Memories of Recurrent Neural Networks,semantic,color-discrete,uniform,accompanying,separate,http://dx.doi.org/10.1109/VAST.2017.8585721
2979_8,VAST,Understanding Hidden Memories of Recurrent Neural Networks,non-semantic,color-discrete,uniform,accompanying,separate,http://dx.doi.org/10.1109/VAST.2017.8585721
2979_9,VAST,Understanding Hidden Memories of Recurrent Neural Networks,semantic,color-discrete,uniform,accompanying,separate,http://dx.doi.org/10.1109/VAST.2017.8585721
2979_9,VAST,Understanding Hidden Memories of Recurrent Neural Networks,non-semantic,color-discrete,uniform,accompanying,separate,http://dx.doi.org/10.1109/VAST.2017.8585721
2980_0,VAST,QSAnglyzer: Visual Analytics for Prismatic Analysis of Question Answering System Evaluations,non-semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/VAST.2017.8585733
2980_1,VAST,QSAnglyzer: Visual Analytics for Prismatic Analysis of Question Answering System Evaluations,semantic,color-ordinal,connected,embedded,none,http://dx.doi.org/10.1109/VAST.2017.8585733
2980_2,VAST,QSAnglyzer: Visual Analytics for Prismatic Analysis of Question Answering System Evaluations,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2017.8585733
2980_7,VAST,QSAnglyzer: Visual Analytics for Prismatic Analysis of Question Answering System Evaluations,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2017.8585733
2984_4,InfoVis,iStoryline: Effective Convergence to Hand-drawn Storylines,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2864899
2985_0,InfoVis,What Do We Talk About When We Talk About Dashboards?,non-semantic,color-ordinal,connected,accompanying,separate,http://dx.doi.org/10.1109/TVCG.2018.2864903
2985_0,InfoVis,What Do We Talk About When We Talk About Dashboards?,non-semantic,color-discrete,non-uniform,as symbol,separate,http://dx.doi.org/10.1109/TVCG.2018.2864903
2985_0,InfoVis,What Do We Talk About When We Talk About Dashboards?,non-semantic,color-discrete,uniform,accompanying,separate,http://dx.doi.org/10.1109/TVCG.2018.2864903
2985_1,InfoVis,What Do We Talk About When We Talk About Dashboards?,non-semantic,color-ordinal,continuous,as tick,separate,http://dx.doi.org/10.1109/TVCG.2018.2864903
2985_1,InfoVis,What Do We Talk About When We Talk About Dashboards?,non-semantic,color-discrete,non-uniform,embedded,separate,http://dx.doi.org/10.1109/TVCG.2018.2864903
2985_3,InfoVis,What Do We Talk About When We Talk About Dashboards?,non-semantic,color-discrete,non-uniform,embedded,none,http://dx.doi.org/10.1109/TVCG.2018.2864903
2985_4,InfoVis,What Do We Talk About When We Talk About Dashboards?,non-semantic,color-discrete,uniform,accompanying,separate,http://dx.doi.org/10.1109/TVCG.2018.2864903
2985_4,InfoVis,What Do We Talk About When We Talk About Dashboards?,non-semantic,color-discrete,uniform,accompanying,separate,http://dx.doi.org/10.1109/TVCG.2018.2864903
2987_1,InfoVis,Hypothetical Outcome Plots Help Untrained Observers Judge Trends in Ambiguous Data,non-semantic,color-discrete,non-uniform,as symbol,none,http://dx.doi.org/10.1109/TVCG.2018.2864909
2988_6,InfoVis,Structure-aware Fisheye Views for Efficient Large Graph Exploration,semantic,color-discrete,uniform,accompanying,flatten,http://dx.doi.org/10.1109/TVCG.2018.2864911
2988_6,InfoVis,Structure-aware Fisheye Views for Efficient Large Graph Exploration,semantic,shape,uniform,accompanying,flatten,http://dx.doi.org/10.1109/TVCG.2018.2864911
2988_7,InfoVis,Structure-aware Fisheye Views for Efficient Large Graph Exploration,semantic,color-discrete,uniform,accompanying,flatten,http://dx.doi.org/10.1109/TVCG.2018.2864911
2988_7,InfoVis,Structure-aware Fisheye Views for Efficient Large Graph Exploration,semantic,shape,uniform,accompanying,flatten,http://dx.doi.org/10.1109/TVCG.2018.2864911
2989_0,InfoVis,Optimizing Color Assignment for Perception of Class Separability in Multiclass Scatterplots,non-semantic,color-discrete,uniform,none,none,http://dx.doi.org/10.1109/TVCG.2018.2864912
2989_9,InfoVis,Optimizing Color Assignment for Perception of Class Separability in Multiclass Scatterplots,semantic,color-discrete,uniform,accompanying,matrix,http://dx.doi.org/10.1109/TVCG.2018.2864912
2989_9,InfoVis,Optimizing Color Assignment for Perception of Class Separability in Multiclass Scatterplots,semantic,shape,uniform,accompanying,matrix,http://dx.doi.org/10.1109/TVCG.2018.2864912
2989_10,InfoVis,Optimizing Color Assignment for Perception of Class Separability in Multiclass Scatterplots,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2864912
2989_11,InfoVis,Optimizing Color Assignment for Perception of Class Separability in Multiclass Scatterplots,non-semantic,color-discrete,uniform,none,none,http://dx.doi.org/10.1109/TVCG.2018.2864912
2990_0,InfoVis,A Framework for Externalizing Implicit Error Using Visualization,semantic,color-discrete,uniform,accompanying,combine,http://dx.doi.org/10.1109/TVCG.2018.2864913
2990_0,InfoVis,A Framework for Externalizing Implicit Error Using Visualization,non-semantic,color-ordinal,uniform,accompanying,combine,http://dx.doi.org/10.1109/TVCG.2018.2864913
2990_3,InfoVis,A Framework for Externalizing Implicit Error Using Visualization,semantic,color-discrete,uniform,accompanying,combine,http://dx.doi.org/10.1109/TVCG.2018.2864913
2990_3,InfoVis,A Framework for Externalizing Implicit Error Using Visualization,non-semantic,color-ordinal,uniform,accompanying,combine,http://dx.doi.org/10.1109/TVCG.2018.2864913
2991_10,InfoVis,Where's My Data? Evaluating Visualizations with Missing Data,non-semantic,color-discrete,non-uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2864914
2992_7,InfoVis,Embedded Merge & Split: Visual Adjustment of Data Grouping,non-semantic,color-ordinal,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865075
2993_1,InfoVis,IDMVis: Temporal Event Sequence Visualization for Type 1 Diabetes Treatment Decision Support,semantic,shape,uniform,accompanying,flatten,http://dx.doi.org/10.1109/TVCG.2018.2865076
2993_1,InfoVis,IDMVis: Temporal Event Sequence Visualization for Type 1 Diabetes Treatment Decision Support,semantic,color-discrete,uniform,accompanying,flatten,http://dx.doi.org/10.1109/TVCG.2018.2865076
2995_1,InfoVis,Patterns and Pace: Quantifying Diverse Exploration Behavior with Visualizations on the Web,non-semantic,color-ordinal,continuous,as tick,none,http://dx.doi.org/10.1109/TVCG.2018.2865117
2995_4,InfoVis,Patterns and Pace: Quantifying Diverse Exploration Behavior with Visualizations on the Web,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865117
2996_4,InfoVis,Shape-preserving Star Coordinates,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865118
2997_5,InfoVis,Elastic Documents: Coupling Text and Tables through Contextual Visualizations for Enhanced Document Reading,non-semantic,color-discrete,uniform,as symbol,none,http://dx.doi.org/10.1109/TVCG.2018.2865119
2997_9,InfoVis,Elastic Documents: Coupling Text and Tables through Contextual Visualizations for Enhanced Document Reading,non-semantic,color-discrete,non-uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865119
2998_0,InfoVis,SRVis: Towards Better Spatial Integration in Ranking Visualization,non-semantic,color-discrete,non-uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865126
2998_1,InfoVis,SRVis: Towards Better Spatial Integration in Ranking Visualization,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865126
2998_5,InfoVis,SRVis: Towards Better Spatial Integration in Ranking Visualization,non-semantic,color-discrete,non-uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865126
2999_3,InfoVis,Evaluating 闂備胶鍋ㄩ崕鏌ュΧ閻氱phical Perception闂? with CNNs,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865138
2999_5,InfoVis,Evaluating 闂備胶鍋ㄩ崕鏌ュΧ閻氱phical Perception闂? with CNNs,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865138
2999_6,InfoVis,Evaluating 闂備胶鍋ㄩ崕鏌ュΧ閻氱phical Perception闂? with CNNs,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865138
2999_7,InfoVis,Evaluating 闂備胶鍋ㄩ崕鏌ュΧ閻氱phical Perception闂? with CNNs,non-semantic,color-ordinal,continuous,as tick,none,http://dx.doi.org/10.1109/TVCG.2018.2865138
2999_8,InfoVis,Evaluating 闂備胶鍋ㄩ崕鏌ュΧ閻氱phical Perception闂? with CNNs,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865138
2999_9,InfoVis,Evaluating 闂備胶鍋ㄩ崕鏌ュΧ閻氱phical Perception闂? with CNNs,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865138
2999_10,InfoVis,Evaluating 闂備胶鍋ㄩ崕鏌ュΧ閻氱phical Perception闂? with CNNs,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865138
3000_3,InfoVis,Structure-Based Suggestive Exploration: A New Approach for Effective Exploration of Large Networks,non-semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/TVCG.2018.2865139
3000_5,InfoVis,Structure-Based Suggestive Exploration: A New Approach for Effective Exploration of Large Networks,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865139
3000_12,InfoVis,Structure-Based Suggestive Exploration: A New Approach for Effective Exploration of Large Networks,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865139
3000_13,InfoVis,Structure-Based Suggestive Exploration: A New Approach for Effective Exploration of Large Networks,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865139
3001_1,InfoVis,A Declarative Rendering Model for Multiclass Density Maps,non-semantic,color-discrete,connected,as tick,separate,http://dx.doi.org/10.1109/TVCG.2018.2865141
3001_1,InfoVis,A Declarative Rendering Model for Multiclass Density Maps,non-semantic,color-ordinal,continuous,as tick,separate,http://dx.doi.org/10.1109/TVCG.2018.2865141
3001_1,InfoVis,A Declarative Rendering Model for Multiclass Density Maps,non-semantic,color-discrete,uniform,accompanying,separate,http://dx.doi.org/10.1109/TVCG.2018.2865141
3001_2,InfoVis,A Declarative Rendering Model for Multiclass Density Maps,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865141
3001_3,InfoVis,A Declarative Rendering Model for Multiclass Density Maps,semantic,size,non-uniform,accompanying,combine,http://dx.doi.org/10.1109/TVCG.2018.2865141
3001_3,InfoVis,A Declarative Rendering Model for Multiclass Density Maps,semantic,color-discrete,uniform,accompanying,combine,http://dx.doi.org/10.1109/TVCG.2018.2865141
3001_3,InfoVis,A Declarative Rendering Model for Multiclass Density Maps,non-semantic,color-ordinal,uniform,as tick,combine,http://dx.doi.org/10.1109/TVCG.2018.2865141
3001_3,InfoVis,A Declarative Rendering Model for Multiclass Density Maps,non-semantic,color-ordinal,uniform,none,combine,http://dx.doi.org/10.1109/TVCG.2018.2865141
3001_5,InfoVis,A Declarative Rendering Model for Multiclass Density Maps,non-semantic,color-ordinal,continuous,as tick,combine,http://dx.doi.org/10.1109/TVCG.2018.2865141
3001_5,InfoVis,A Declarative Rendering Model for Multiclass Density Maps,non-semantic,color-discrete,uniform,accompanying,combine,http://dx.doi.org/10.1109/TVCG.2018.2865141
3001_6,InfoVis,A Declarative Rendering Model for Multiclass Density Maps,non-semantic,color-ordinal,continuous,as tick,combine,http://dx.doi.org/10.1109/TVCG.2018.2865141
3001_6,InfoVis,A Declarative Rendering Model for Multiclass Density Maps,non-semantic,color-discrete,uniform,accompanying,combine,http://dx.doi.org/10.1109/TVCG.2018.2865141
3001_7,InfoVis,A Declarative Rendering Model for Multiclass Density Maps,non-semantic,color-ordinal,connected,as tick,combine,http://dx.doi.org/10.1109/TVCG.2018.2865141
3001_7,InfoVis,A Declarative Rendering Model for Multiclass Density Maps,non-semantic,color-discrete,uniform,accompanying,combine,http://dx.doi.org/10.1109/TVCG.2018.2865141
3004_1,InfoVis,Augmenting Visualizations with Interactive Data Facts to Facilitate Interpretation and Communication,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865145
3004_2,InfoVis,Augmenting Visualizations with Interactive Data Facts to Facilitate Interpretation and Communication,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865145
3004_3,InfoVis,Augmenting Visualizations with Interactive Data Facts to Facilitate Interpretation and Communication,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865145
3004_4,InfoVis,Augmenting Visualizations with Interactive Data Facts to Facilitate Interpretation and Communication,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865145
3005_5,InfoVis,A Heuristic Approach to Value-Driven Evaluation of Visualizations,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865146
3006_0,InfoVis,Mapping Color to Meaning in Colormap Data Visualizations,non-semantic,color-ordinal,continuous,none,none,http://dx.doi.org/10.1109/TVCG.2018.2865147
3006_3,InfoVis,Mapping Color to Meaning in Colormap Data Visualizations,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865147
3006_4,InfoVis,Mapping Color to Meaning in Colormap Data Visualizations,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865147
3006_5,InfoVis,Mapping Color to Meaning in Colormap Data Visualizations,non-semantic,color-ordinal,continuous,none,none,http://dx.doi.org/10.1109/TVCG.2018.2865147
3006_7,InfoVis,Mapping Color to Meaning in Colormap Data Visualizations,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865147
3008_0,InfoVis,"Graphicle: Exploring Units, Networks, and Context in a Blended Visualization Approach",non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865151
3009_0,InfoVis,DXR: A Toolkit for Building Immersive Data Visualizations,non-semantic,color-ordinal,continuous,as tick,separate,http://dx.doi.org/10.1109/TVCG.2018.2865152
3009_0,InfoVis,DXR: A Toolkit for Building Immersive Data Visualizations,semantic,color-discrete,uniform,accompanying,separate,http://dx.doi.org/10.1109/TVCG.2018.2865152
3009_3,InfoVis,DXR: A Toolkit for Building Immersive Data Visualizations,non-semantic,color-ordinal,continuous,as tick,none,http://dx.doi.org/10.1109/TVCG.2018.2865152
3009_4,InfoVis,DXR: A Toolkit for Building Immersive Data Visualizations,non-semantic,color-ordinal,continuous,as tick,none,http://dx.doi.org/10.1109/TVCG.2018.2865152
3009_5,InfoVis,DXR: A Toolkit for Building Immersive Data Visualizations,non-semantic,color-ordinal,continuous,as tick,none,http://dx.doi.org/10.1109/TVCG.2018.2865152
3009_6,InfoVis,DXR: A Toolkit for Building Immersive Data Visualizations,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865152
3009_10,InfoVis,DXR: A Toolkit for Building Immersive Data Visualizations,non-semantic,color-ordinal,continuous,as tick,none,http://dx.doi.org/10.1109/TVCG.2018.2865152
3009_11,InfoVis,DXR: A Toolkit for Building Immersive Data Visualizations,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865152
3010_0,InfoVis,Charticulator: Interactive Construction of Bespoke Chart Layouts,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865158
3010_1,InfoVis,Charticulator: Interactive Construction of Bespoke Chart Layouts,non-semantic,color-discrete,non-uniform,as symbol,none,http://dx.doi.org/10.1109/TVCG.2018.2865158
3010_2,InfoVis,Charticulator: Interactive Construction of Bespoke Chart Layouts,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865158
3010_7,InfoVis,Charticulator: Interactive Construction of Bespoke Chart Layouts,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865158
3010_8,InfoVis,Charticulator: Interactive Construction of Bespoke Chart Layouts,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865158
3013_2,InfoVis,Origin-Destination Flow Maps in Immersive Environments,non-semantic,color-discrete,non-uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865192
3013_4,InfoVis,Origin-Destination Flow Maps in Immersive Environments,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865192
3013_8,InfoVis,Origin-Destination Flow Maps in Immersive Environments,non-semantic,color-discrete,non-uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865192
3013_9,InfoVis,Origin-Destination Flow Maps in Immersive Environments,non-semantic,color-discrete,non-uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865192
3013_11,InfoVis,Origin-Destination Flow Maps in Immersive Environments,non-semantic,color-discrete,non-uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865192
3013_13,InfoVis,Origin-Destination Flow Maps in Immersive Environments,non-semantic,color-discrete,non-uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865192
3014_0,InfoVis,Visualizing Uncertain Tropical Cyclone Predictions using Representative Samples from Ensembles of Forecast Tracks,non-semantic,color-discrete,connected,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865193
3014_6,InfoVis,Visualizing Uncertain Tropical Cyclone Predictions using Representative Samples from Ensembles of Forecast Tracks,non-semantic,color-discrete,connected,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865193
3014_10,InfoVis,Visualizing Uncertain Tropical Cyclone Predictions using Representative Samples from Ensembles of Forecast Tracks,non-semantic,color-discrete,connected,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865193
3014_11,InfoVis,Visualizing Uncertain Tropical Cyclone Predictions using Representative Samples from Ensembles of Forecast Tracks,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865193
3014_12,InfoVis,Visualizing Uncertain Tropical Cyclone Predictions using Representative Samples from Ensembles of Forecast Tracks,non-semantic,color-discrete,connected,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865193
3015_6,InfoVis,DimReader: Axis lines that explain non-linear projections,non-semantic,color-discrete,non-uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865194
3015_7,InfoVis,DimReader: Axis lines that explain non-linear projections,non-semantic,color-ordinal,continuous,as tick,none,http://dx.doi.org/10.1109/TVCG.2018.2865194
3016_0,InfoVis,NLIZE: A Perturbation-Driven Visual Interrogation Tool for Analyzing and Interpreting Natural Language Inference Models,non-semantic,color-ordinal,continuous,as tick,separate,http://dx.doi.org/10.1109/TVCG.2018.2865230
3016_0,InfoVis,NLIZE: A Perturbation-Driven Visual Interrogation Tool for Analyzing and Interpreting Natural Language Inference Models,semantic,shape,uniform,accompanying,separate,http://dx.doi.org/10.1109/TVCG.2018.2865230
3016_0,InfoVis,NLIZE: A Perturbation-Driven Visual Interrogation Tool for Analyzing and Interpreting Natural Language Inference Models,semantic,color-discrete,uniform,accompanying,separate,http://dx.doi.org/10.1109/TVCG.2018.2865230
3016_3,InfoVis,NLIZE: A Perturbation-Driven Visual Interrogation Tool for Analyzing and Interpreting Natural Language Inference Models,non-semantic,color-ordinal,continuous,as tick,none,http://dx.doi.org/10.1109/TVCG.2018.2865230
3016_5,InfoVis,NLIZE: A Perturbation-Driven Visual Interrogation Tool for Analyzing and Interpreting Natural Language Inference Models,semantic,shape,uniform,accompanying,combine,http://dx.doi.org/10.1109/TVCG.2018.2865230
3016_5,InfoVis,NLIZE: A Perturbation-Driven Visual Interrogation Tool for Analyzing and Interpreting Natural Language Inference Models,semantic,color-discrete,uniform,accompanying,combine,http://dx.doi.org/10.1109/TVCG.2018.2865230
3016_6,InfoVis,NLIZE: A Perturbation-Driven Visual Interrogation Tool for Analyzing and Interpreting Natural Language Inference Models,non-semantic,color-ordinal,continuous,as tick,none,http://dx.doi.org/10.1109/TVCG.2018.2865230
3016_8,InfoVis,NLIZE: A Perturbation-Driven Visual Interrogation Tool for Analyzing and Interpreting Natural Language Inference Models,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865230
3016_10,InfoVis,NLIZE: A Perturbation-Driven Visual Interrogation Tool for Analyzing and Interpreting Natural Language Inference Models,semantic,shape,uniform,accompanying,combine,http://dx.doi.org/10.1109/TVCG.2018.2865230
3016_10,InfoVis,NLIZE: A Perturbation-Driven Visual Interrogation Tool for Analyzing and Interpreting Natural Language Inference Models,semantic,color-discrete,uniform,accompanying,combine,http://dx.doi.org/10.1109/TVCG.2018.2865230
3016_11,InfoVis,NLIZE: A Perturbation-Driven Visual Interrogation Tool for Analyzing and Interpreting Natural Language Inference Models,semantic,shape,uniform,accompanying,combine,http://dx.doi.org/10.1109/TVCG.2018.2865230
3016_11,InfoVis,NLIZE: A Perturbation-Driven Visual Interrogation Tool for Analyzing and Interpreting Natural Language Inference Models,semantic,color-discrete,uniform,accompanying,combine,http://dx.doi.org/10.1109/TVCG.2018.2865230
3016_12,InfoVis,NLIZE: A Perturbation-Driven Visual Interrogation Tool for Analyzing and Interpreting Natural Language Inference Models,non-semantic,color-ordinal,continuous,as tick,separate,http://dx.doi.org/10.1109/TVCG.2018.2865230
3016_12,InfoVis,NLIZE: A Perturbation-Driven Visual Interrogation Tool for Analyzing and Interpreting Natural Language Inference Models,non-semantic,color-discrete,uniform,accompanying,separate,http://dx.doi.org/10.1109/TVCG.2018.2865230
3018_7,InfoVis,Narvis: Authoring Narrative Slideshows for Introducing Data Visualization Designs,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865232
3018_8,InfoVis,Narvis: Authoring Narrative Slideshows for Introducing Data Visualization Designs,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865232
3018_11,InfoVis,Narvis: Authoring Narrative Slideshows for Introducing Data Visualization Designs,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865232
3019_2,InfoVis,Mitigating the Attraction Effect with Visualizations,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865233
3019_4,InfoVis,Mitigating the Attraction Effect with Visualizations,non-semantic,color-ordinal,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865233
3019_5,InfoVis,Mitigating the Attraction Effect with Visualizations,non-semantic,color-discrete,non-uniform,embedded,none,http://dx.doi.org/10.1109/TVCG.2018.2865233
3019_7,InfoVis,Mitigating the Attraction Effect with Visualizations,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865233
3019_8,InfoVis,Mitigating the Attraction Effect with Visualizations,non-semantic,color-discrete,non-uniform,embedded,none,http://dx.doi.org/10.1109/TVCG.2018.2865233
3022_6,InfoVis,Information Olfactation: Harnessing Scent to Convey Data,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865237
3023_6,InfoVis,Formalizing Visualization Design Knowledge as Constraints: Actionable and Extensible Models in Draco,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865240
3023_7,InfoVis,Formalizing Visualization Design Knowledge as Constraints: Actionable and Extensible Models in Draco,non-semantic,color-ordinal,continuous,as tick,separate,http://dx.doi.org/10.1109/TVCG.2018.2865240
3023_7,InfoVis,Formalizing Visualization Design Knowledge as Constraints: Actionable and Extensible Models in Draco,semantic,color-discrete,uniform,accompanying,separate,http://dx.doi.org/10.1109/TVCG.2018.2865240
3024_3,InfoVis,A Framework for Creative Visualization-Opportunities Workshops,non-semantic,color-discrete,non-uniform,as symbol,none,http://dx.doi.org/10.1109/TVCG.2018.2865241
3025_2,InfoVis,At a Glance: Pixel Approximate Entropy as a Measure of Line Chart Complexity,non-semantic,color-discrete,non-uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865264
3025_12,InfoVis,At a Glance: Pixel Approximate Entropy as a Measure of Line Chart Complexity,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865264
3025_16,InfoVis,At a Glance: Pixel Approximate Entropy as a Measure of Line Chart Complexity,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865264
3026_10,InfoVis,Temporal Treemaps: Static Visualization of Evolving Trees,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865265
3026_11,InfoVis,Temporal Treemaps: Static Visualization of Evolving Trees,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865265
3026_12,InfoVis,Temporal Treemaps: Static Visualization of Evolving Trees,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865265
3026_14,InfoVis,Temporal Treemaps: Static Visualization of Evolving Trees,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865265
3027_3,InfoVis,Image-Based Aspect Ratio Selection,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2865266
3060_0,VAST,iForest: Interpreting Random Forests via Visual Analytics,non-semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/TVCG.2018.2864475
3060_2,VAST,iForest: Interpreting Random Forests via Visual Analytics,non-semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/TVCG.2018.2864475
3061_0,VAST,Clustrophile 2: Guided Visual Clustering Analysis,non-semantic,color-discrete,connected,none,none,http://dx.doi.org/10.1109/TVCG.2018.2864477
3061_1,VAST,Clustrophile 2: Guided Visual Clustering Analysis,non-semantic,color-ordinal,connected,none,none,http://dx.doi.org/10.1109/TVCG.2018.2864477
3061_5,VAST,Clustrophile 2: Guided Visual Clustering Analysis,non-semantic,color-ordinal,connected,none,none,http://dx.doi.org/10.1109/TVCG.2018.2864477
3061_6,VAST,Clustrophile 2: Guided Visual Clustering Analysis,non-semantic,color-ordinal,connected,none,none,http://dx.doi.org/10.1109/TVCG.2018.2864477
3061_7,VAST,Clustrophile 2: Guided Visual Clustering Analysis,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2018.2864477
